"Enhancer","Genes","XBP1","Trl","xrp1","USP","bergman_EcR_usp","CF2","bergman_Rel","da","crp","EcR","GATA_elemento","ERR","Eip74EF","h","gcm","kay_Jra","Hnf4","srp_SANGER","slp2_forkhead","Rel_FFS","Tgo","TBS","new_act_score","treatment","new_act_binary","chromosome"
"3L:17118787-17119464(+)","FBgn0260943",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,721.427,"H2O","Low","3L"
"3L:17152225-17152943(+)","FBgn0260943;FBgn0263381",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2364.73,"H2O","High","3L"
"3L:1728038-1728630(+)","FBgn0035260;FBgn0027594;FBgn0035264;FBgn0035265;FBgn0035263;FBgn0035266;FBgn0035262",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,598.766,"H2O","Low","3L"
"3L:17465808-17466575(+)","FBgn0036730;FBgn0036729;FBgn0036726;FBgn0036727;FBgn0085279;FBgn0036728;FBgn0265758;FBgn0036725;FBgn0036731",0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,4,442.302,"H2O","Low","3L"
"3L:17535535-17536053(+)","FBgn0025455;FBgn0036735;FBgn0036734;FBgn0259174;FBgn0036738;FBgn0023197;FBgn0263478;FBgn0266675",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,4,647.419,"H2O","Low","3L"
"3L:17570051-17570681(+)","FBgn0025455;FBgn0086080;FBgn0000567",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1461.84,"H2O","High","3L"
"3L:17577419-17578086(+)","FBgn0086080;FBgn0000567",0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,598.181,"H2O","Low","3L"
"3L:17606408-17607004(+)","FBgn0000567;FBgn0036740;FBgn0036741",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,465.273,"H2O","Low","3L"
"3L:17621319-17621939(+)","FBgn0265759;FBgn0261454;FBgn0036740;FBgn0036742;FBgn0000567;FBgn0265760;FBgn0036741",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3,431.43,"H2O","Low","3L"
"3L:17665068-17665762(+)","FBgn0052177;FBgn0065088;FBgn0036745;FBgn0052179;FBgn0085280;FBgn0036746",0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,5,473.565,"H2O","Low","3L"
"3L:17762778-17763332(+)","FBgn0052181;FBgn0052183;FBgn0036752;FBgn0043025;FBgn0036751;FBgn0052182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,822.167,"H2O","Low","3L"
"3L:17811759-17812337(+)","FBgn0036754;FBgn0052191;FBgn0001134;FBgn0052187;FBgn0036757;FBgn0261401;FBgn0036756;FBgn0052190;FBgn0261402;FBgn0261998",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3,985.119,"H2O","Low","3L"
"3L:17846092-17846789(+)","FBgn0001134;FBgn0036763;FBgn0036762;FBgn0052188;FBgn0036761;FBgn0036760;FBgn0052189;FBgn0036759;FBgn0054002;FBgn0266685;FBgn0036764",0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,480.205,"H2O","Low","3L"
"3L:17860734-17861373(+)","FBgn0036763;FBgn0036762;FBgn0262533;FBgn0036761;FBgn0262532;FBgn0054002;FBgn0036764",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1042.64,"H2O","Low","3L"
"3L:17912959-17913791(+)","FBgn0036770;FBgn0036771;FBgn0036772",0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,5,1207.76,"H2O","Low","3L"
"3L:17916308-17916961(+)","FBgn0036770;FBgn0036771;FBgn0036772",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835.119,"H2O","Low","3L"
"3L:17922311-17923047(+)","FBgn0036770;FBgn0036771;FBgn0267794;FBgn0036772",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2658.57,"H2O","High","3L"
"3L:17927151-17927846(+)","FBgn0036772;FBgn0267794",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1065.53,"H2O","Low","3L"
"3L:1794152-1794752(+)","FBgn0267468;FBgn0067864;FBgn0024510;FBgn0261562;FBgn0267247;FBgn0267246;FBgn0011573;FBgn0035273;FBgn0250789;FBgn0025820;FBgn0267484",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2285.54,"H2O","High","3L"
"3L:17950314-17950984(+)","FBgn0266942;FBgn0000568;FBgn0267794",0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,6,1014.49,"H2O","Low","3L"
"3L:17958051-17958731(+)","FBgn0266942;FBgn0000568;FBgn0267794",0,0,0,1,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,6,2164.18,"H2O","High","3L"
"3L:17994323-17994854(+)","FBgn0086081;FBgn0000568;FBgn0267581",0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,5,2136.29,"H2O","High","3L"
"3L:18016348-18016944(+)","FBgn0086081;FBgn0000568",0,1,0,0,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,1,9,951.06,"H2O","Low","3L"
"3L:18023488-18024182(+)","FBgn0000568;FBgn0267582",0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,992.434,"H2O","Low","3L"
"3L:18170768-18171629(+)","FBgn0003997;FBgn0036781",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,839.728,"H2O","Low","3L"
"3L:18187356-18187930(+)","FBgn0003997;FBgn0266769;FBgn0036782",1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,581.496,"H2O","Low","3L"
"3L:18280928-18281571(+)","FBgn0262998;FBgn0036784",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,543.041,"H2O","Low","3L"
"3L:18400827-18401561(+)","FBgn0011706",1,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,1470,"H2O","High","3L"
"3L:1845858-1846668(+)","FBgn0035279;FBgn0035281;FBgn0035283;FBgn0035280;FBgn0035282;FBgn0004636",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1050.9,"H2O","Low","3L"
"3L:1853692-1854268(+)","FBgn0035285;FBgn0035281;FBgn0035283;FBgn0035282;FBgn0004636;FBgn0042712",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,769.554,"H2O","Low","3L"
"3L:18627468-18627980(+)","FBgn0036799;FBgn0036793;FBgn0259791;FBgn0036801;FBgn0052200;FBgn0013717;FBgn0052199",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,610.927,"H2O","Low","3L"
"3L:18641403-18642443(+)","FBgn0036801",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2538.29,"H2O","High","3L"
"3L:18730552-18731253(+)","FBgn0036811;FBgn0036809;FBgn0264717;FBgn0036810",0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,795.029,"H2O","Low","3L"
"3L:18759022-18759704(+)","FBgn0036813;FBgn0267601;FBgn0036812;FBgn0036811;FBgn0036810;FBgn0267600;FBgn0001078",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,724.07,"H2O","Low","3L"
"3L:18791241-18791857(+)","FBgn0001078;FBgn0036814;FBgn0267601",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,598.973,"H2O","Low","3L"
"3L:18800227-18800861(+)","FBgn0001078;FBgn0036814;FBgn0267601",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1254.8,"H2O","High","3L"
"3L:18813851-18814859(+)","FBgn0000261;FBgn0036815;FBgn0036814;FBgn0267601;FBgn0036816;FBgn0001078",0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,735.18,"H2O","Low","3L"
"3L:18843241-18844032(+)","FBgn0266936;FBgn0052027;FBgn0267572;FBgn0266937;FBgn0036816",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,861.748,"H2O","Low","3L"
"3L:18950657-18951388(+)","FBgn0036834;FBgn0052204",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,4,926.472,"H2O","Low","3L"
"3L:18996997-18997851(+)","FBgn0002945;FBgn0036835;FBgn0036837;FBgn0036839;FBgn0036836;FBgn0036838;FBgn0085285",0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,9,731.32,"H2O","Low","3L"
"3L:19033406-19034261(+)","FBgn0002945;FBgn0267602",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1604.11,"H2O","High","3L"
"3L:19079155-19079893(+)","FBgn0036844;FBgn0036847;FBgn0036843;FBgn0036846;FBgn0266935",0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,5,781.853,"H2O","Low","3L"
"3L:19083419-19083990(+)","FBgn0036844;FBgn0036847;FBgn0036849;FBgn0036848;FBgn0036846;FBgn0266935",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,801.206,"H2O","Low","3L"
"3L:19088887-19089645(+)","FBgn0036844;FBgn0036850;FBgn0036847;FBgn0036849;FBgn0036848;FBgn0036846;FBgn0266935",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,979.975,"H2O","Low","3L"
"3L:19197204-19197911(+)","FBgn0267603;FBgn0016797",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,696.992,"H2O","Low","3L"
"3L:19294656-19295232(+)","FBgn0028380;FBgn0267715;FBgn0036862;FBgn0036860;FBgn0003089;FBgn0036861",0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,5,573.246,"H2O","Low","3L"
"3L:19562768-19563269(+)","FBgn0005564;FBgn0036886;FBgn0262373;FBgn0262517;FBgn0265888;FBgn0265887;FBgn0267576",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,463.331,"H2O","Low","3L"
"3L:19637113-19637760(+)","FBgn0036899;FBgn0036895;FBgn0036897;FBgn0036896;FBgn0022774",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,717.838,"H2O","Low","3L"
"3L:1967447-1967972(+)","FBgn0035299;FBgn0265988;FBgn0027547;FBgn0035298;FBgn0267477;FBgn0267478;FBgn0035300",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4,869.359,"H2O","Low","3L"
"3L:19738246-19739059(+)","FBgn0261360;FBgn0260434;FBgn0266136;FBgn0261361",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2355.63,"H2O","High","3L"
"3L:19769661-19770451(+)","FBgn0261360;FBgn0036905;FBgn0266136",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2199.12,"H2O","High","3L"
"3L:19791233-19791983(+)","FBgn0036909;FBgn0040786;FBgn0260874;FBgn0261360;FBgn0262393;FBgn0261283;FBgn0036908;FBgn0083952;FBgn0036906;FBgn0266136",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,1144.31,"H2O","Low","3L"
"3L:19793947-19794654(+)","FBgn0036909;FBgn0040786;FBgn0260874;FBgn0261360;FBgn0262393;FBgn0261283;FBgn0036908;FBgn0083952;FBgn0036906;FBgn0024889;FBgn0266136",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,754.464,"H2O","Low","3L"
"3L:19833857-19834579(+)","FBgn0052221;FBgn0003744;FBgn0013799;FBgn0001324;FBgn0020389",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,745.665,"H2O","Low","3L"
"3L:19870742-19871411(+)","FBgn0036913;FBgn0266982;FBgn0262519;FBgn0020389;FBgn0262518",1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,555.165,"H2O","Low","3L"
"3L:19899082-19899778(+)","FBgn0052218;FBgn0036916;FBgn0264481;FBgn0014037;FBgn0262519;FBgn0036915",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,503.221,"H2O","Low","3L"
"3L:19903163-19903994(+)","FBgn0052218;FBgn0036916;FBgn0264481;FBgn0020887;FBgn0014037;FBgn0028695;FBgn0262519;FBgn0036915",0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,589.162,"H2O","Low","3L"
"3L:19908149-19908974(+)","FBgn0036918;FBgn0052218;FBgn0036916;FBgn0264481;FBgn0020887;FBgn0014037;FBgn0028695;FBgn0262519;FBgn0036915",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,627.121,"H2O","Low","3L"
"3L:19928824-19929453(+)","FBgn0036918;FBgn0004852;FBgn0267238;FBgn0036920;FBgn0020887;FBgn0036921;FBgn0028695;FBgn0036919",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,882.886,"H2O","Low","3L"
"3L:20002951-20003573(+)","FBgn0036925;FBgn0013303;FBgn0052220;FBgn0036927;FBgn0005633;FBgn0261574;FBgn0036928;FBgn0266654;FBgn0036929;FBgn0036926",0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1293.47,"H2O","High","3L"
"3L:20208660-20209407(+)","FBgn0262022;FBgn0036953;FBgn0036947;FBgn0036951;FBgn0036948;FBgn0260393;FBgn0036952;FBgn0036949;FBgn0036950;FBgn0261556;FBgn0052224",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1315.14,"H2O","High","3L"
"3L:20248018-20249220(+)","FBgn0265959;FBgn0036959;FBgn0036958;FBgn0024814;FBgn0036956",0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,6,540.206,"H2O","Low","3L"
"3L:20276095-20276841(+)","FBgn0264482;FBgn0265959;FBgn0052227;FBgn0052228;FBgn0036962;FBgn0264468",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1228.68,"H2O","High","3L"
"3L:20393552-20394068(+)","FBgn0028978;FBgn0264572;FBgn0053969;FBgn0267237;FBgn0027565;FBgn0036980;FBgn0011205;FBgn0036984;FBgn0267635",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,773.184,"H2O","Low","3L"
"3L:20403647-20404459(+)","FBgn0028978;FBgn0264572;FBgn0036985;FBgn0053969;FBgn0267237;FBgn0011205;FBgn0036984;FBgn0267635",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1711.71,"H2O","High","3L"
"3L:20465936-20466660(+)","FBgn0082947;FBgn0036997;FBgn0036995;FBgn0036998;FBgn0082948;FBgn0086082;FBgn0261832;FBgn0083120;FBgn0082949;FBgn0036994;FBgn0036996;FBgn0036999;FBgn0052428",0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,681.065,"H2O","Low","3L"
"3L:20508337-20509121(+)","FBgn0052425;FBgn0037003;FBgn0037010;FBgn0037008;FBgn0037005;FBgn0037004;FBgn0037001;FBgn0037009;FBgn0037000;FBgn0037007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4,441.847,"H2O","Low","3L"
"3L:20516562-20517951(+)","FBgn0052425;FBgn0037010;FBgn0037008;FBgn0037012;FBgn0037005;FBgn0037004;FBgn0037009;FBgn0037011;FBgn0037007",1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,2,4,0,0,13,882.376,"H2O","Low","3L"
"3L:20534909-20535974(+)","FBgn0037013;FBgn0037010;FBgn0037008;FBgn0037012;FBgn0037009;FBgn0037011",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,2,1,0,7,1096.08,"H2O","Low","3L"
"3L:20538274-20538895(+)","FBgn0037011;FBgn0037013;FBgn0037010;FBgn0037012",1,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,9,1036.32,"H2O","Low","3L"
"3L:20698128-20698736(+)","FBgn0037015;FBgn0001320",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,3,474.686,"H2O","Low","3L"
"3L:20737499-20738080(+)","FBgn0045474;FBgn0264573;FBgn0037016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724.583,"H2O","Low","3L"
"3L:20756943-20757559(+)","FBgn0262896;FBgn0040634;FBgn0037016;FBgn0053912;FBgn0037018;FBgn0037017;FBgn0016696",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,954.416,"H2O","Low","3L"
"3L:20946831-20947540(+)","FBgn0037038;FBgn0011591;FBgn0037036;FBgn0037037;FBgn0266778;FBgn0037039",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,689.539,"H2O","Low","3L"
"3L:21015448-21016451(+)","FBgn0003415;FBgn0037044;FBgn0267451;FBgn0263486;FBgn0267606;FBgn0037045",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,907.399,"H2O","Low","3L"
"3L:21024805-21025543(+)","FBgn0003415;FBgn0037044;FBgn0037046;FBgn0267451;FBgn0026179;FBgn0028402;FBgn0037045",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622.118,"H2O","Low","3L"
"3L:21025935-21026704(+)","FBgn0003415;FBgn0037044;FBgn0037046;FBgn0267451;FBgn0026179;FBgn0028402;FBgn0037045",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,586.445,"H2O","Low","3L"
"3L:21036205-21036859(+)","FBgn0003415;FBgn0037044;FBgn0037046;FBgn0267451;FBgn0026179;FBgn0028402;FBgn0037045",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1148.09,"H2O","Low","3L"
"3L:2107314-2107873(+)","FBgn0267452;FBgn0052311;FBgn0086906",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,4,518.477,"H2O","Low","3L"
"3L:21153690-21154200(+)","FBgn0024150",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,527.265,"H2O","Low","3L"
"3L:21172333-21173259(+)","FBgn0270926;FBgn0259239;FBgn0021760;FBgn0024150",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1527.79,"H2O","High","3L"
"3L:21176682-21177578(+)","FBgn0270926;FBgn0259239;FBgn0021760;FBgn0024150",0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,4,982.19,"H2O","Low","3L"
"3L:21216618-21217328(+)","FBgn0037060;FBgn0004865;FBgn0262855;FBgn0053054;FBgn0053056;FBgn0037057;FBgn0037061;FBgn0028427;FBgn0037059",0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1,0,1,2,0,8,494.081,"H2O","Low","3L"
"3L:21276715-21277652(+)","FBgn0259785;FBgn0037064;FBgn0004865;FBgn0266655;FBgn0037063;FBgn0012034;FBgn0027945;FBgn0037065;FBgn0037067",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,4,1493.46,"H2O","High","3L"
"3L:21294928-21295702(+)","FBgn0037069;FBgn0027945;FBgn0259785;FBgn0037068;FBgn0037071;FBgn0263841;FBgn0000551;FBgn0037070;FBgn0266981;FBgn0003042;FBgn0037067;FBgn0037065;FBgn0012034;FBgn0267614",0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,6,937.232,"H2O","Low","3L"
"3L:21354952-21355548(+)","FBgn0037078;FBgn0052437;FBgn0052440;FBgn0037076;FBgn0037074;FBgn0052436",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3,935.178,"H2O","Low","3L"
"3L:21359041-21359718(+)","FBgn0037078;FBgn0052437;FBgn0052440;FBgn0037076;FBgn0052436",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,448.895,"H2O","Low","3L"
"3L:21361049-21361750(+)","FBgn0037078;FBgn0052437;FBgn0052440;FBgn0037076;FBgn0052436",0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,6,779.273,"H2O","Low","3L"
"3L:21400044-21400576(+)","FBgn0261258;FBgn0267615;FBgn0002842;FBgn0267616",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,647.294,"H2O","Low","3L"
"3L:21699881-21700564(+)","FBgn0264709;FBgn0052447",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,639.96,"H2O","Low","3L"
"3L:2185314-2185861(+)","FBgn0035315;FBgn0026570;FBgn0035311;FBgn0026593;FBgn0035312;FBgn0035313",1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,7,728.806,"H2O","Low","3L"
"3L:21886747-21887454(+)","FBgn0264470;FBgn0262737",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,514.839,"H2O","Low","3L"
"3L:22050454-22051238(+)","FBgn0037149;FBgn0004514",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1174.58,"H2O","Low","3L"
"3L:22075632-22076331(+)","FBgn0000100;FBgn0259973;FBgn0037150;FBgn0264727;FBgn0027532;FBgn0004514;FBgn0037149;FBgn0004414;FBgn0037151",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,641.734,"H2O","Low","3L"
"3L:22088843-22089506(+)","FBgn0000100;FBgn0259973;FBgn0037150;FBgn0004414;FBgn0037151",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496.61,"H2O","Low","3L"
"3L:22163117-22163801(+)","FBgn0267633;FBgn0037153",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,539.857,"H2O","Low","3L"
"3L:22186234-22186945(+)","FBgn0267633;FBgn0267634;FBgn0037153",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1584.84,"H2O","High","3L"
"3L:22288546-22289150(+)","FBgn0011771;FBgn0004449;FBgn0025702;FBgn0004179;FBgn0267622;FBgn0027086",0,0,1,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,5,635.113,"H2O","Low","3L"
"3L:22365638-22366547(+)","FBgn0004449;FBgn0267627;FBgn0267624;FBgn0267626",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2461.8,"H2O","High","3L"
"3L:22401292-22401940(+)","FBgn0004449;FBgn0267624",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,714.803,"H2O","Low","3L"
"3L:22463352-22464134(+)","FBgn0037166;FBgn0037167;FBgn0037165;FBgn0037164;FBgn0266931;FBgn0037162;FBgn0037163",0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,6,656.19,"H2O","Low","3L"
"3L:22484842-22485467(+)","FBgn0266979;FBgn0037166;FBgn0037167;FBgn0266980;FBgn0037165;FBgn0266931",1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4,906.412,"H2O","Low","3L"
"3L:22823151-22823878(+)","FBgn0027339;FBgn0266977;FBgn0037195",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,843.877,"H2O","Low","3L"
"3L:22878629-22879348(+)","FBgn0037200;FBgn0020518;FBgn0044324;FBgn0037199;FBgn0010348;FBgn0053169;FBgn0267632;FBgn0037202;FBgn0053170;FBgn0267631;FBgn0037203;FBgn0267630",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,849.269,"H2O","Low","3L"
"3L:22943248-22944054(+)","FBgn0283638;FBgn0052461;FBgn0037207",0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,2237.66,"H2O","High","3L"
"3L:22947843-22948529(+)","FBgn0267322;FBgn0283638;FBgn0052461;FBgn0037207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,785.588,"H2O","Low","3L"
"3L:23135231-23136067(+)","FBgn0053217;FBgn0266657;FBgn0084017;FBgn0052350",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1092.43,"H2O","Low","3L"
"3L:23198972-23199568(+)","FBgn0266347;FBgn0267299;FBgn0054031",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,689.649,"H2O","Low","3L"
"3L:23344575-23345207(+)","FBgn0263573;FBgn0052230;FBgn0010215",1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1030.54,"H2O","Low","3L"
"3L:23420613-23421115(+)","0",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,533.57,"H2O","Low","3L"
"3L:23514740-23515282(+)","0",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,4,950.757,"H2O","Low","3L"
"3L:23587787-23588375(+)","FBgn0250816",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,5,899.375,"H2O","Low","3L"
"3L:23681672-23682260(+)","FBgn0266684;FBgn0250816",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,5,932.879,"H2O","Low","3L"
"3L:23695472-23696060(+)","FBgn0266684;FBgn0250816",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,459.334,"H2O","Low","3L"
"3L:23732467-23733350(+)","FBgn0267300;FBgn0040056;FBgn0058298",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,1489.42,"H2O","High","3L"
"3L:23775493-23776033(+)","FBgn0264699",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,861.113,"H2O","Low","3L"
"3L:23782129-23782742(+)","FBgn0264699",1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,1144.04,"H2O","Low","3L"
"3L:23869448-23870353(+)","FBgn0264569;FBgn0058470",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1345.4,"H2O","High","3L"
"3L:2392702-2393267(+)","FBgn0266696;FBgn0261858;FBgn0052298;FBgn0052299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,493.984,"H2O","Low","3L"
